organization_name,shelter_name,sector,occupancy
COSTI Immigrant Services,COSTI Reception Centre,Families,248
COSTI Immigrant Services,COSTI Reception Centre,Families,83
COSTI Immigrant Services,COSTI Reception Centre,Families,344
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,28
City of Toronto,Birkdale Residence,Families,197
City of Toronto,Birkdale Residence,Families,88
City of Toronto,Family Residence,Co-ed,189
City of Toronto,Family Residence,Families,56
City of Toronto,Family Residence,Families,94
City of Toronto,Family Residence,Families,35
City of Toronto,Family Residence,Families,72
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,68
City of Toronto,Robertson House,Families,89
City of Toronto,Streets To Homes,Co-ed,24
City of Toronto,Women's Residence,Co-ed,67
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,43
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,40
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,10
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,32
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,23
Fred Victor Centre,"Fred Victor, BUS",Co-ed,41
Homes First Society,HFS - Kennedy Shelter,Women,45
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,43
Homes First Society,HFS - Strachan House,Co-ed,4
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,14
Society of St.Vincent De Paul,SVDP - Elisa House,Women,24
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,12
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,23
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,45
The MUC Shelter Corporation,Sojourn House,Families,143
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,75
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,90
YWCA Toronto,YWCA - First Stop Woodlawn,Women,24
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,9
YouthLink,YouthLink Shelter,Co-ed,28
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,18
COSTI Immigrant Services,COSTI Reception Centre,Families,245
COSTI Immigrant Services,COSTI Reception Centre,Families,85
COSTI Immigrant Services,COSTI Reception Centre,Families,344
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,28
City of Toronto,Birkdale Residence,Families,197
City of Toronto,Birkdale Residence,Families,86
City of Toronto,Family Residence,Co-ed,188
City of Toronto,Family Residence,Families,56
City of Toronto,Family Residence,Families,94
City of Toronto,Family Residence,Families,38
City of Toronto,Family Residence,Families,72
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,68
City of Toronto,Robertson House,Families,94
City of Toronto,Streets To Homes,Co-ed,24
City of Toronto,Women's Residence,Co-ed,67
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,46
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,40
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,10
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,32
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,24
Fred Victor Centre,"Fred Victor, BUS",Co-ed,40
Homes First Society,HFS - Kennedy Shelter,Women,45
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,31
Toronto Community Hostel,Toronto Community Hostel,Families,8
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,43
Homes First Society,HFS - Strachan House,Co-ed,4
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,14
Society of St.Vincent De Paul,SVDP - Elisa House,Women,24
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,10
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,22
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,44
The MUC Shelter Corporation,Sojourn House,Families,149
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,77
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,90
YWCA Toronto,YWCA - First Stop Woodlawn,Women,24
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,9
YouthLink,YouthLink Shelter,Co-ed,28
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,18
COSTI Immigrant Services,COSTI Reception Centre,Families,248
COSTI Immigrant Services,COSTI Reception Centre,Families,89
COSTI Immigrant Services,COSTI Reception Centre,Families,342
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,28
City of Toronto,Birkdale Residence,Families,192
City of Toronto,Birkdale Residence,Families,88
City of Toronto,Family Residence,Co-ed,188
City of Toronto,Family Residence,Families,54
City of Toronto,Family Residence,Families,94
City of Toronto,Family Residence,Families,38
City of Toronto,Family Residence,Families,74
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,69
City of Toronto,Robertson House,Families,93
City of Toronto,Streets To Homes,Co-ed,24
City of Toronto,Women's Residence,Co-ed,66
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,46
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,39
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,32
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,23
Fred Victor Centre,"Fred Victor, BUS",Co-ed,40
Homes First Society,HFS - Kennedy Shelter,Women,46
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,44
Homes First Society,HFS - Strachan House,Co-ed,4
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,14
Society of St.Vincent De Paul,SVDP - Elisa House,Women,24
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,10
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,23
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,44
The MUC Shelter Corporation,Sojourn House,Families,149
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,78
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,90
YWCA Toronto,YWCA - First Stop Woodlawn,Women,23
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,9
YouthLink,YouthLink Shelter,Co-ed,28
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,18
COSTI Immigrant Services,COSTI Reception Centre,Families,248
COSTI Immigrant Services,COSTI Reception Centre,Families,91
COSTI Immigrant Services,COSTI Reception Centre,Families,342
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,28
City of Toronto,Birkdale Residence,Families,186
City of Toronto,Birkdale Residence,Families,88
City of Toronto,Family Residence,Co-ed,186
City of Toronto,Family Residence,Families,52
City of Toronto,Family Residence,Families,91
City of Toronto,Family Residence,Families,38
City of Toronto,Family Residence,Families,76
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,70
City of Toronto,Robertson House,Families,93
City of Toronto,Streets To Homes,Co-ed,25
City of Toronto,Women's Residence,Co-ed,66
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,46
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,40
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,32
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,21
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,44
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
Toronto Community Hostel,Toronto Community Hostel,Families,8
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,44
Homes First Society,HFS - Strachan House,Co-ed,4
Homes First Society,HFS - Strachan House,Co-ed,77
Society of St.Vincent De Paul,SVDP - Amelie House,Women,14
Society of St.Vincent De Paul,SVDP - Elisa House,Women,23
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,10
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,22
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,44
The MUC Shelter Corporation,Sojourn House,Families,146
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,79
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,90
YWCA Toronto,YWCA - First Stop Woodlawn,Women,23
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,9
YouthLink,YouthLink Shelter,Co-ed,28
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,18
COSTI Immigrant Services,COSTI Reception Centre,Families,252
COSTI Immigrant Services,COSTI Reception Centre,Families,91
COSTI Immigrant Services,COSTI Reception Centre,Families,342
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,28
City of Toronto,Birkdale Residence,Families,187
City of Toronto,Birkdale Residence,Families,88
City of Toronto,Family Residence,Co-ed,183
City of Toronto,Family Residence,Families,52
City of Toronto,Family Residence,Families,91
City of Toronto,Family Residence,Families,39
City of Toronto,Family Residence,Families,76
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,69
City of Toronto,Robertson House,Families,96
City of Toronto,Streets To Homes,Co-ed,25
City of Toronto,Women's Residence,Co-ed,65
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,45
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,40
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,32
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,21
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,46
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,44
Homes First Society,HFS - Strachan House,Co-ed,4
Homes First Society,HFS - Strachan House,Co-ed,75
Society of St.Vincent De Paul,SVDP - Amelie House,Women,15
Society of St.Vincent De Paul,SVDP - Elisa House,Women,22
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,11
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,25
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,45
The MUC Shelter Corporation,Sojourn House,Families,146
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,79
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,91
YWCA Toronto,YWCA - First Stop Woodlawn,Women,23
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,28
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,18
COSTI Immigrant Services,COSTI Reception Centre,Families,247
COSTI Immigrant Services,COSTI Reception Centre,Families,91
COSTI Immigrant Services,COSTI Reception Centre,Families,335
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,25
City of Toronto,Birkdale Residence,Families,186
City of Toronto,Birkdale Residence,Families,88
City of Toronto,Family Residence,Co-ed,178
City of Toronto,Family Residence,Families,50
City of Toronto,Family Residence,Families,91
City of Toronto,Family Residence,Families,39
City of Toronto,Family Residence,Families,76
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,70
City of Toronto,Robertson House,Families,96
City of Toronto,Streets To Homes,Co-ed,24
City of Toronto,Women's Residence,Co-ed,65
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,44
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,40
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,32
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,23
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,44
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
City of Toronto,Family Residence,Families,72
Homes First Society,HFS - Scarborough Shelter,Co-ed,30
Homes First Society,HFS - Scarborough Shelter,Co-ed,43
Homes First Society,HFS - Strachan House,Co-ed,4
Homes First Society,HFS - Strachan House,Co-ed,76
Society of St.Vincent De Paul,SVDP - Amelie House,Women,14
Society of St.Vincent De Paul,SVDP - Elisa House,Women,22
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,12
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,26
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,44
The MUC Shelter Corporation,Sojourn House,Families,146
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,78
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,91
YWCA Toronto,YWCA - First Stop Woodlawn,Women,24
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,18
COSTI Immigrant Services,COSTI Reception Centre,Families,247
COSTI Immigrant Services,COSTI Reception Centre,Families,91
COSTI Immigrant Services,COSTI Reception Centre,Families,335
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,26
City of Toronto,Birkdale Residence,Families,184
City of Toronto,Birkdale Residence,Families,88
City of Toronto,Family Residence,Co-ed,177
City of Toronto,Family Residence,Families,50
City of Toronto,Family Residence,Families,91
City of Toronto,Family Residence,Families,40
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,70
City of Toronto,Robertson House,Families,96
City of Toronto,Streets To Homes,Co-ed,24
City of Toronto,Women's Residence,Co-ed,67
City of Toronto,Women's Residence,Women,6
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,41
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,40
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,32
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,24
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,44
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,46
Homes First Society,HFS - Strachan House,Co-ed,4
Homes First Society,HFS - Strachan House,Co-ed,76
Society of St.Vincent De Paul,SVDP - Amelie House,Women,14
Society of St.Vincent De Paul,SVDP - Elisa House,Women,22
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,12
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,25
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,44
The MUC Shelter Corporation,Sojourn House,Families,150
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,78
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,91
YWCA Toronto,YWCA - First Stop Woodlawn,Women,24
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,18
COSTI Immigrant Services,COSTI Reception Centre,Families,247
COSTI Immigrant Services,COSTI Reception Centre,Families,91
COSTI Immigrant Services,COSTI Reception Centre,Families,320
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,26
City of Toronto,Birkdale Residence,Families,188
City of Toronto,Birkdale Residence,Families,88
City of Toronto,Family Residence,Co-ed,177
City of Toronto,Family Residence,Families,50
City of Toronto,Family Residence,Families,91
City of Toronto,Family Residence,Families,40
City of Toronto,Family Residence,Families,72
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,70
City of Toronto,Robertson House,Families,97
City of Toronto,Streets To Homes,Co-ed,24
City of Toronto,Women's Residence,Co-ed,67
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,44
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,39
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,32
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,24
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,44
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,44
Homes First Society,HFS - Strachan House,Co-ed,4
Homes First Society,HFS - Strachan House,Co-ed,76
Society of St.Vincent De Paul,SVDP - Amelie House,Women,14
Society of St.Vincent De Paul,SVDP - Elisa House,Women,22
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,12
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,29
Street Haven At The Crossroads,Street Haven,Women,24
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,41
The MUC Shelter Corporation,Sojourn House,Families,150
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,78
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,91
YWCA Toronto,YWCA - First Stop Woodlawn,Women,24
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,10
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,18
COSTI Immigrant Services,COSTI Reception Centre,Families,245
COSTI Immigrant Services,COSTI Reception Centre,Families,91
COSTI Immigrant Services,COSTI Reception Centre,Families,311
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,26
City of Toronto,Birkdale Residence,Families,187
City of Toronto,Birkdale Residence,Families,95
City of Toronto,Family Residence,Co-ed,177
City of Toronto,Family Residence,Families,48
City of Toronto,Family Residence,Families,81
City of Toronto,Family Residence,Families,40
City of Toronto,Family Residence,Families,72
City of Toronto,Family Residence,Families,0
City of Toronto,Family Residence,Families,5
City of Toronto,Fort York Residence,Co-ed,69
City of Toronto,Robertson House,Families,91
City of Toronto,Streets To Homes,Co-ed,24
City of Toronto,Women's Residence,Co-ed,66
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,5
City of Toronto,Women's Residence,Women,44
Dixon Hall,Dixon Hall - Heyworth House,Co-ed,40
Fife House Foundation,Fife House Transitional Program,Co-ed,5
Fife House Foundation,Fife House Transitional Program,Co-ed,9
Fred Victor Centre,FV Women's Transition to Housing,Women,19
Fred Victor Centre,FV Women's Transition to Housing,Women,32
Fred Victor Centre,Fred Victor Women's Hostel,Women,1
Fred Victor Centre,Fred Victor Women's Hostel,Women,24
Fred Victor Centre,"Fred Victor, BUS",Co-ed,42
Homes First Society,HFS - Kennedy Shelter,Women,44
Homes First Society,HFS - Savard's Womens' Shelter,Women,0
Homes First Society,HFS - Scarborough Shelter,Women,30
Homes First Society,HFS - Scarborough Shelter,Co-ed,31
Homes First Society,HFS - Scarborough Shelter,Co-ed,44
Homes First Society,HFS - Strachan House,Co-ed,4
Homes First Society,HFS - Strachan House,Co-ed,76
Society of St.Vincent De Paul,SVDP - Amelie House,Women,14
Society of St.Vincent De Paul,SVDP - Elisa House,Women,23
Society of St.Vincent De Paul,SVDP - Mary's Home,Women,12
Society of St.Vincent De Paul,SVDP - St. Clare's Residence,Women,28
Street Haven At The Crossroads,Street Haven,Women,26
The MUC Shelter Corporation,Sojourn House,Families,61
The MUC Shelter Corporation,Sojourn House,Co-ed,41
The MUC Shelter Corporation,Sojourn House,Families,150
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,0
The Salvation Army of Canada,Salvation Army - Evangeline Res,Women,79
The Salvation Army of Canada,Salvation Army - Florence Booth,Women,0
The Salvation Army of Canada,Salvation Army Islington Seniors,Women,12
Toronto Community Hostel,Toronto Community Hostel,Co-ed,5
Toronto Community Hostel,Toronto Community Hostel,Families,8
WoodGreen Red Door Family Shelter,Red Door Queen Street,Families,91
YWCA Toronto,YWCA - First Stop Woodlawn,Women,24
YWCA Toronto,YWCA-348 Davenport,Women,0
YouthLink,YouthLink Shelter,Co-ed,9
YouthLink,YouthLink Shelter,Co-ed,29
COSTI Immigrant Services,COSTI Reception Centre,Women,0
COSTI Immigrant Services,COSTI Reception Centre,Families,18
COSTI Immigrant Services,COSTI Reception Centre,Families,239
COSTI Immigrant Services,COSTI Reception Centre,Families,91
COSTI Immigrant Services,COSTI Reception Centre,Families,302
COSTI Immigrant Services,COSTI Reception Centre,Co-ed,8
COSTI Immigrant Services,COSTI Reception Centre,Women,1
"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,Families,26
City of Toronto,Birkdale Residence,Families,192
City of Toronto,Birkdale Residence,Families,95
City of Toronto,Family Residence,Co-ed,176
City of Toronto,Family Residence,Families,48
City of Toronto,Family Residence,Families,81
City of Toronto,Family Residence,Families,40
